"Accession","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q5TZA2;Q96RG2;P0C5J1;Q8N7N1",-0.646833524579777,-2.10989618104385,-2.9789604587486,0.00372344181461802,0.20121304782701,-2.03891479992876
"A0A096LPE2;P35542;Q09328",-0.328617112984111,1.53767798127247,-2.95947650434879,0.00394435862695351,0.20121304782701,-2.07988727297919
"P02760",0.165484478646842,4.68423576992823,2.92185597334,0.00440552032445122,0.20121304782701,-2.15840384476702
"P08603",-0.26419025199632,4.29923197703755,-2.90966018372451,0.00456537059785453,0.20121304782701,-2.18368804031211
"P04217",0.241928616740398,6.5645802509757,2.8566435527673,0.00532424371666992,0.20121304782701,-2.29263042117195
"O60437",-0.887455209788113,-4.26783704023689,-2.7612336072448,0.00698791725704351,0.20121304782701,-2.48465586673413
"P00746",-0.60006055410511,-5.69265831917109,-2.71720374532383,0.00790547241778508,0.20121304782701,-2.57149820662232
"Q9BXR6",-0.400018573259301,-2.76580911148296,-2.71350553496922,0.00798733068635923,0.20121304782701,-2.57874081572808
"P02749",0.185530723819308,5.96792309097635,2.68948145734112,0.00853815205057648,0.20121304782701,-2.62559418220794
"P05546",-0.290259801115059,3.62666642799914,-2.66598472682745,0.00911006677758919,0.20121304782701,-2.67108986898451
"P0C0L4",-0.413570920471014,2.23306153491821,-2.6363458626791,0.00988099788436208,0.20121304782701,-2.72801128209328
"Q16610",0.35672323271456,0.34742835573603,2.56431158134395,0.0120067591188334,0.224126170218224,-2.86416110467637
"Q92698",-0.61930400175341,-3.79691649144674,-2.53093837519142,0.0131247832614189,0.22530582724079,-2.92617563706442
"P20851",-0.222155593958883,0.470039543842669,-2.50434905915555,0.0140816142025494,0.22530582724079,-2.97509785916137
"Q96PD5",0.178998042403073,3.77736562766,2.45636388761743,0.0159679391329356,0.238454557718505,-3.06228679783045
"P27918",-0.381086886939909,0.634378912302918,-2.40195731278969,0.0183773422520195,0.253285423331083,-3.15941583140387
"Q96PZ0",-0.656067954097401,-3.85220548843764,-2.36117228793421,0.0203904536389681,0.253285423331083,-3.23101141667835
"Q13474",-0.385927575339168,-0.593773732818508,-2.34676521108931,0.0211469913692837,0.253285423331083,-3.25605135646922
"P00748",0.199656524372835,0.960493982539209,2.3276000266006,0.0221918742593948,0.253285423331083,-3.28915711230437
"Q12929",-0.280936464292248,1.07216988242527,-2.31095328181885,0.0231362351223602,0.253285423331083,-3.31772298526728
"P06396",-0.192983005982347,4.01166406951882,-2.29468145665903,0.0240934433255872,0.253285423331083,-3.34547460960617
"Q08380",0.339504832655909,0.328444320249177,2.23885856860479,0.0276477361155217,0.253285423331083,-3.43938945759045
"P08697",-0.200505667604497,3.49074118430905,-2.23757186270125,0.027734818896293,0.253285423331083,-3.44153049110716
"P68032;P62736;P68133;P63267",-0.330845274639399,-0.184548576957849,-2.23012232845688,0.0282437369240931,0.253285423331083,-3.45390519472437
"Q96G01",-0.276163375516111,-1.76567635973546,-2.22976340204366,0.0282684624253441,0.253285423331083,-3.45450051353845
"Q9UK55",-0.281298655725429,1.00996992571671,-2.20356822173591,0.030124943152694,0.256309146973114,-3.49772240223897
"Q8N4C6",0.43994066953456,-1.01638993061463,2.15322832052127,0.0339933676160253,0.256309146973114,-3.57952700678577
"P32856",-0.303798245044863,-0.659958374227258,-2.14428578976533,0.034723981414463,0.256309146973114,-3.59388531693543
"P02746",-0.163185162902292,2.10173028177876,-2.14171236479925,0.0349367437320764,0.256309146973114,-3.59800751445776
"P04278",0.373353071308922,-0.0584704405645452,2.13643165209646,0.035376882176092,0.256309146973114,-3.60645268177709
"Q5JYT7;Q96HE7",-0.333126892674587,-1.67598682333916,-2.12987137530783,0.0359303647793555,0.256309146973114,-3.61691859520767
"Q96ET8;Q9NYZ1",-0.153017466515344,-1.18851296355824,-2.11649829916502,0.0370819253108077,0.256309146973114,-3.6381653244649
"O00219",-0.4798064199693,-2.15137738587402,-2.10879305800884,0.0377598296880034,0.256309146973114,-3.65035349573784
"P08779;P02533",-1.37142631841013,-6.40384354670523,-2.04747441204793,0.0435468595078392,0.274688338147802,-3.74594199395088
"P68871;P69891;P69892",0.43924468982687,-0.852454099067377,2.04612383559623,0.0436824596921805,0.274688338147802,-3.74801916216026
"Q8IZU8",-0.664408704215202,-2.34148440840383,-2.04153065184025,0.0441463400594682,0.274688338147802,-3.75507427896789
"P04196",-0.206430430390067,4.31089347289546,-2.02420544514628,0.0459343089325575,0.278088789213321,-3.7815584839405
"P01031",-0.160947523803475,4.24390272123138,-2.00567084655434,0.0479154002098279,0.278226309106037,-3.80966818222072
"Q8IY22;P01210;P53677",-0.265535062978312,-0.332179713873355,-1.97679532267855,0.0511471097261437,0.278226309106037,-3.85299952314033
"P01024;P05198;P0C7N8;P53794;Q2KHR3;Q3SXM5;Q5T200;Q8N3E9;Q8NBP0;Q8TE49;Q9BW04;Q9H974",-0.156115643959417,8.20405114736272,-1.97430191156567,0.0514346769483948,0.278226309106037,-3.85671476083679
"P48736",0.409486815317756,2.25910587340288,1.95772752362911,0.0533813994200747,0.278226309106037,-3.88130386141817
"P13645;Q7Z3Y7;Q7Z3Y8;Q7Z3Y9;Q7Z3Z0",-0.81909037204349,-2.6070779200096,-1.93582596092456,0.0560494923868496,0.278226309106037,-3.91350993193705
"P00742",-0.13227581914053,1.89108684299608,-1.93523245780124,0.0561233382063494,0.278226309106037,-3.91437812939458
"P02776;P10720",-0.388520626146899,-2.16447864814626,-1.92857552749721,0.0569572764903245,0.278226309106037,-3.92409967048771
"Q92954",-0.195238378960163,-1.26359538325565,-1.92818811068558,0.0570061307352447,0.278226309106037,-3.92466450934704
"A0ZSE6",0.816032121992949,-3.07851040571751,1.92133823905188,0.0578757877417018,0.278226309106037,-3.93463444103106
"Q9P2D0",0.152453967884912,0.993827492653405,1.91660661845557,0.0584830380281164,0.278226309106037,-3.94150256233452
"Q96IY4",-0.16141071892976,-0.222882931611707,-1.9078585912525,0.0596199233798651,0.278226309106037,-3.95416033361812
"O95996",-0.320598266594928,-0.289663652958361,-1.8903004292011,0.0619580810378051,0.283236941887109,-3.97940758455906
"Q92777",-0.340123271268435,-1.68334569703598,-1.8768528434239,0.0638006087139778,0.28582672703862,-3.99860108503344
"P23508",0.126302791970928,0.537577939975552,1.8422239615943,0.0687581192181316,0.301996445193362,-4.0474530919454
"O14791",0.34216834748921,1.17344744042904,1.80251037791855,0.0748356963582681,0.322369153543309,-4.10245721740652
"O75636",-0.222480023742817,-1.46410742385611,-1.77326351304252,0.0795913638405498,0.330893720979264,-4.14226360914627
"P05156;Q5SWL8",-0.10798419805133,3.45170197886987,-1.76523550021001,0.0809396094012485,0.330893720979264,-4.15308570242682
"P22792",-0.299690354005586,2.08065489312169,-1.76236418491005,0.0814263805180298,0.330893720979264,-4.15694541252243
"Q9NZP8",0.161121829171203,-0.131372564652521,1.74857109737294,0.0837984926681824,0.330893720979264,-4.1754060453442
"P02766",-0.189933220586891,3.01775441711153,-1.74626474237775,0.0842006343563305,0.330893720979264,-4.17847985562469
"Q14520",-0.170388645928664,0.758414083534299,-1.73743231665237,0.0857553897750841,0.331193229476187,-4.1902168203162
"P02790;P51687;Q00973;Q04917;Q5T013;Q9NXR7;Q9NZ08;Q9Y2H2;Q9Y2K5;V9GYY9",0.0772755787286366,7.58085952786284,1.72619673326488,0.0877671804921598,0.333217770004132,-4.20506804297073
"Q03591",-1.11599223574402,-7.46027097077382,-1.70069888713146,0.0924764814330742,0.342437005972653,-4.2384415507439
"Q8TBZ2",-0.217094117301347,-3.6177186809,-1.69659735962247,0.0932529346621956,0.342437005972653,-4.24376713468306
"Q14244;Q6UVJ0",0.162613690402306,-0.913797063826145,1.68606396026511,0.0952713871470477,0.344206301950624,-4.25738965765803
"Q86UX7",-0.537327390328666,-5.71665318896904,-1.67613580832883,0.0972062951399234,0.345622382719728,-4.27015759020607
"P00747;Q02325;Q15195;P57058;Q9HC62",-0.104590680844396,4.94435056083651,-1.66173669574415,0.100069194949383,0.348013989091711,-4.28855124700083
"P07737",-0.466005145012165,-4.08376473130876,-1.65719524037157,0.100986202191791,0.348013989091711,-4.29432206548524
"Q9NR63",0.439817515769938,-3.30443856437137,1.63689934678611,0.105167842446874,0.352416325894583,-4.31993290350187
"P29622",-0.129093197589245,2.41755300546959,-1.63574297835675,0.10541024033454,0.352416325894583,-4.32138326887308
"P51884",0.124260334795204,2.69367049849413,1.60319782933038,0.112419130135771,0.370321840447247,-4.36181162826488
"Q13790",0.293479646735849,-0.432989042097955,1.59210312647423,0.114892171298899,0.371961953342862,-4.37542073734544
"Q8N841",0.414097527309201,-0.342939584249769,1.58614498646238,0.116238110419644,0.371961953342862,-4.38269279593302
"P15169",-0.151454407016439,0.133430712366592,-1.57390241732859,0.11904322089891,0.375572978610646,-4.39755526690785
"Q15166",-0.53562497340323,-2.12414995711858,-1.54134690423499,0.126765464275024,0.389756449546295,-4.43655359767833
"O43166",-0.178535173561445,-2.56421670547297,-1.54030567006024,0.127018842932498,0.389756449546295,-4.43778830034573
"P04003",-0.107323441709149,3.94568893801457,-1.50696469483204,0.13534602341252,0.409696070870331,-4.47691038597354
"Q3KQU3",0.335074669474367,-1.35848468273525,1.49534111732161,0.138347918674871,0.413199117108948,-4.49036035875618
"P12544",-0.131217481208877,-2.30930635989217,-1.48657959699057,0.140644948974434,0.414532481187805,-4.50043381379206
"P07996",-0.205104177663889,-0.964834837548461,-1.46206523036447,0.147230499358447,0.428306907224574,-4.52832264758116
"Q2M1P5",-0.130586161045436,-1.78532411014735,-1.43567462700551,0.154585412234345,0.443937594108887,-4.55785689648694
"Q7Z7B0",0.246046482625391,-0.926316858256068,1.41961439878888,0.15919831084187,0.451397742133908,-4.57558134854964
"P06276",-0.272125611197259,0.142427277171496,-1.4043903487702,0.163668128289063,0.452074219684817,-4.59220872669141
"P27169",-0.218129576773525,3.03541934788696,-1.39975201046511,0.165048899518786,0.452074219684817,-4.59724086686984
"O60870",-0.19589300901044,1.84776991015127,-1.39827164850424,0.165491455420335,0.452074219684817,-4.59884359257224
"P35527",-0.730694911214048,-5.77005831753932,-1.39147772489205,0.167534159400409,0.452140381996285,-4.60617846608041
"Q7Z4L5",-0.151429474726004,0.144967243598091,-1.38091340349782,0.170748672630766,0.455329793682043,-4.61751662666407
"P0C0L5",-0.298288997084565,-1.9043225387941,-1.34876826178741,0.180818816460277,0.471514536313511,-4.65151146366288
"Q15293",0.142304780125759,-1.16384807919315,1.33923737456141,0.183889137231407,0.471514536313511,-4.66144440133122
"Q6IPM2",-0.192417592783356,-2.67362479728428,-1.33614231442047,0.184894591483575,0.471514536313511,-4.66465559887226
"O00750;Q8NI17",-0.132482772401509,-0.435259978198711,-1.33508856120914,0.185237853551737,0.471514536313511,-4.66574727803122
"Q7Z3Z4",-0.183573146077947,-2.56481002949156,-1.30045935635567,0.196786733581116,0.492942684537725,-4.70116585299207
"P60709;P63261",0.225152460801465,1.70874943126785,1.29348402810468,0.199176555189885,0.492942684537725,-4.70819269420452
"Q92598",0.0849700160744958,1.52291450406131,1.29034807786031,0.200257965593451,0.492942684537725,-4.71134004030175
"Q9UPU9",-0.196842930643656,-1.82827053203709,-1.25374407960249,0.213204388629661,0.519106337533087,-4.74753652800593
"H0YJW9",0.311325169430498,-2.50194898337691,1.22362441169321,0.224309903052621,0.540273314879431,-4.77657229353153
"Q8IWZ5",-0.0843857037511534,0.383786207945087,-1.21006800786578,0.229443299683654,0.542540009018762,-4.78941970289166
"O95445",0.0831597635594631,0.601943085016686,1.20777541824517,0.230319770770378,0.542540009018762,-4.79157879891296
"P02753",0.106405455589766,3.34044451536415,1.20205532037202,0.232517146722327,0.542540009018762,-4.79694866790315
"P02741",0.147302292509508,-0.382637950376652,1.19164196347122,0.236556193516863,0.546274096368839,-4.80666150952843
"P0DJI9",0.38011487073968,-6.25540480637296,1.18138547696626,0.240583462748494,0.549905057710843,-4.81614855698496
"P04004",0.065393956926223,5.23494589723546,1.17325783720542,0.243809533025493,0.551649852502126,-4.82361039519019
"Q01432",-0.293381099536201,-3.61289976744279,-1.14216962420879,0.256434008456756,0.574412178943133,-4.8516937211847
"Q9Y6X9",0.532817066853484,-2.78321938345144,1.12996105019402,0.261515863923534,0.579995579394768,-4.86252326903299
"P43652",-0.0909078639844375,4.45758602139907,-1.11412771803682,0.268211384526077,0.586410773822142,-4.87640069192403
"P07225",-0.0659308708257317,2.43007892608085,-1.1107753655727,0.269644239748574,0.586410773822142,-4.87931464495956
"P00450;Q96CS3;Q96L14;Q99551;Q9BRC7",-0.0724107297316393,7.18420499334777,-1.10259889273083,0.273161378900424,0.588347585323989,-4.88638623603242
"P04180",0.208895749570117,0.0402280611746538,1.07731700188474,0.284237732498463,0.602300924992486,-4.9079318602201
"Q9H0R5",0.232593602041085,-1.94182868097896,1.07556320725891,0.285017402005373,0.602300924992486,-4.90940851900375
"P36955",0.0796230328930606,2.69226988519151,1.06000673594958,0.291997586439045,0.603470590916628,-4.92240465954784
"P05155",-0.0959045780869319,5.76194216959484,-1.05717070482586,0.293282595614881,0.603470590916628,-4.92475414209513
"P42336",-0.172918090851342,-1.10331629362728,-1.05635457266902,0.293653100044252,0.603470590916628,-4.92542912763245
"Q6UB98",-0.2044884023942,1.11167621710363,-1.04894988713769,0.297029237426856,0.60485953803287,-4.93153009352744
"P26927",-0.0840390204496618,-1.2952504683749,-1.03618949855207,0.302909001626857,0.611275823102846,-4.94194605198339
"Q12805",-0.188366049133475,-2.22146067530923,-1.01747802168472,0.311672346389811,0.618125513398229,-4.95699576944715
"Q9UIC8",0.216572056275419,-2.18289321049346,1.01716105261322,0.311822245598214,0.618125513398229,-4.95724841317436
"Q9P2E3",-0.235619651213586,-0.680340476991226,-1.00698123638725,0.316662125256012,0.619288636196555,-4.96532164275895
"P01034",0.151721643723948,-1.54680041625965,1.00226962364181,0.318919086809925,0.619288636196555,-4.96903150624127
"P25311",-0.0978058629825546,1.71092816382428,-0.995642728489824,0.322111588330349,0.619288636196555,-4.97422078562605
"H3BMM5",-0.289366874990987,-1.67177066534414,-0.992840897730826,0.323467725156236,0.619288636196555,-4.97640471910906
"Q9ULC5",-0.314060375450907,-2.78039395370788,-0.981956724746618,0.32877170945749,0.622277939983751,-4.98483171180572
"O43866",-0.168809904796949,-2.57847778839145,-0.978261997176749,0.330585155616367,0.622277939983751,-4.98767175881054
"P07358",0.0694924489448694,2.76371431232448,0.964240538398032,0.337526934589384,0.630050277900183,-4.99835478175537
"Q1X8D7;P09661",0.160703351091972,2.31470591070256,0.956454977139708,0.341422265507298,0.630209057415168,-5.00422171526448
"P49908",0.139536875089504,0.659958700640089,0.935134307581316,0.352238708841143,0.630209057415168,-5.02005066434832
"P05452",-0.066073414804438,1.38945180844332,-0.934432760000023,0.352598328777548,0.630209057415168,-5.02056558981903
"P10909",-0.0570733722689962,3.94909610387456,-0.933106602588906,0.353278774759152,0.630209057415168,-5.02153793869565
"P11226",0.121226862172345,-1.90420454942142,0.92670827224386,0.356573585363833,0.630209057415168,-5.02621029238626
"P08571",0.0864106467082086,-1.25335017738989,0.924718415572086,0.357602260528191,0.630209057415168,-5.02765697493837
"P04070",-0.111177869379158,-2.28745336935322,-0.923603917378734,0.3581792399636,0.630209057415168,-5.02846591960224
"Q9UGM5",0.0927340398363124,-0.315203513464184,0.91986456859909,0.360119461380096,0.630209057415168,-5.03117311513664
"P54756",0.205798242156857,-2.61991023576176,0.91246366844626,0.363979277325589,0.632026031945209,-5.03649953755373
"P02654;Q9H223",0.0859384496169992,1.92466138276453,0.894181507964134,0.373626272202758,0.636158706696163,-5.04947684303879
"P02765",0.0716972063303932,5.7610950013912,0.893780919720922,0.373839437866206,0.636158706696163,-5.0497583178312
"P01008",0.0496862637182578,5.62249000215962,0.89182894870504,0.374879237874525,0.636158706696163,-5.05112811152582
"P35858;Q2M5E4",-0.0637274579433991,2.65356777275334,-0.88361385890011,0.379275246572951,0.638129198432172,-5.05686091599176
"P10643",0.0883634360876659,2.27965369316543,0.875713305756438,0.383533227332917,0.638129198432172,-5.06232522986304
"P01042",-0.0343252272591632,5.32022816990908,-0.873766892667795,0.384586793697961,0.638129198432172,-5.063664062376
"B4E1Z4;P00751",-0.0576904148263292,6.53896607128272,-0.853382481739943,0.39572843904002,0.651788017242385,-5.07751003146351
"P48740",-0.151136671709856,-0.61773601066248,-0.842742074144345,0.401622211854524,0.656666974127104,-5.08461017768693
"P00915",0.0849241686266822,-0.426550910509498,0.831850760254784,0.407710118793649,0.660790496065055,-5.09178724642836
"P00739",0.114412531241304,1.21287003396019,0.822777442784065,0.412824281825025,0.660790496065055,-5.09769634960282
"Q8IV77",0.127997635296699,0.324496382372963,0.8212971066138,0.41366232398062,0.660790496065055,-5.09865439928734
"P02750;Q12901;Q9GZR7;Q9H2Y7",0.0937352128657749,3.83089764991193,0.817275793206797,0.415944017612379,0.660790496065055,-5.10124837742267
"P00740",-0.0971185885718852,-0.196652106397494,-0.804554353059648,0.423211755938268,0.664892463875752,-5.10937208090309
"P80108",0.0840648740397595,0.206803145430591,0.802378058032764,0.424462599706395,0.664892463875752,-5.11074928571004
"H7BZ55",-0.094392290481414,1.23494045797798,-0.786672087914102,0.43355468595945,0.665979993858539,-5.12057963503329
"P00734",-0.048638939371994,5.20441508500405,-0.785809058081589,0.434057586088415,0.665979993858539,-5.12111426709156
"O75038",0.163348560389872,-3.51577435992392,0.785777047014278,0.434076245997083,0.665979993858539,-5.12113408629536
"P46459",-0.1064866908304,1.9945724447617,-0.771494956819336,0.44244848367187,0.673375247025043,-5.129897422895
"P43251",-0.0740903893365416,-0.62281486411283,-0.762260424651586,0.447911459315042,0.673375247025043,-5.13547943817643
"P05543",-0.071770887174505,-0.0587911196774289,-0.762254823135786,0.44791478485148,0.673375247025043,-5.13548280405879
"Q92496",-0.539867296649685,-8.60651324804898,-0.74955023983484,0.455493930879142,0.67811101464586,-5.14305416918245
"K7ER74;P02655",-0.0996795978263371,1.37898156536091,-0.746841237085669,0.457119478622879,0.67811101464586,-5.14465240509817
"P02656",-0.0969870638029268,3.09711592982329,-0.737083758948153,0.463001872851978,0.682318549466073,-5.15036180067494
"P23142",0.0919543456274875,-3.90076929856226,0.727833384315107,0.46861796468729,0.685603431075613,-5.15570615493725
"P19823",-0.0489483550749135,5.99086169147434,-0.723352119757278,0.471352358864484,0.685603431075613,-5.15827126041667
"P69905",0.112768830921163,-1.0056078267095,0.712918006559172,0.477753623301994,0.687448333075481,-5.16418328814327
"Q04756",-0.0871747317809754,-0.989699735269634,-0.711286881454469,0.47875866053471,0.687448333075481,-5.16509983642011
"P02649",-0.0532724745652916,3.54570015568718,-0.663567114220882,0.508675343786407,0.725753356739842,-5.19099686735958
"Q8IWC1",-0.113543883502376,-2.98517571135773,-0.647522315973768,0.51895367202768,0.735731788191141,-5.19930524302923
"A0A075B6Z2",0.0749766818597665,2.57854939398964,0.633005724855812,0.528346162063288,0.744336731460229,-5.20664902387332
"Q96KN2",-0.0528915826834649,1.52158911951185,-0.618986777413105,0.53749952964821,0.752498547681388,-5.21358470806441
"P07360",0.0350009827772433,1.98257365835837,0.613873274890525,0.540858331145997,0.752498547681388,-5.21607628637433
"P43220",0.173656621843016,-0.908435346201764,0.586652704647143,0.558915772319528,0.768343556774675,-5.22899519020117
"P22352",-0.0726627916636961,1.25143217754245,-0.586366593210189,0.559107141760143,0.768343556774675,-5.22912789734928
"P03952",-0.0356863737349369,2.51570197298904,-0.577474811364889,0.565070598757016,0.77180374464373,-5.23322020201617
"P55285",0.351408311065962,-10.0667882543143,0.570982737296497,0.569444194277256,0.773063633443063,-5.23616893958702
"P04264",-0.193199210078386,-4.08346122592456,-0.564401526163056,0.573894542456197,0.774411912711977,-5.23912443510187
"Q6IEE8",0.116978530894908,-3.39432240500346,0.551156039630585,0.582901863522007,0.781856391789997,-5.24496973698178
"P13671",0.0285503946360424,2.44744923669903,0.5376862040964,0.592129951657911,0.789506602210548,-5.25077284828667
"Q9P2J5",0.0410782854086858,0.11874488145568,0.522877129627276,0.602353524437484,0.798361317916566,-5.25698851216158
"P20742",-0.0951153577782001,-1.34290107624055,-0.509178513473423,0.611881849903936,0.798361317916566,-5.26258467845843
"G9CGD6;Q8WWN9;Q96H79",-0.139196174376415,-3.30828829183989,-0.497767483965307,0.619870397022654,0.798361317916566,-5.26713369193714
"P06727",-0.0441169242695573,5.47349148440231,-0.492917862830343,0.623279423485766,0.798361317916566,-5.26903598629484
"Q9ULV0",0.0263465642345076,1.21177158583291,0.489889985966492,0.625412036438553,0.798361317916566,-5.27021430803957
"P36980",-0.0807168299147246,-1.47233751731203,-0.483032151693591,0.630253969448177,0.798361317916566,-5.27285641584306
"P05455",-0.0499261534764865,-1.56530847351701,-0.479539629301632,0.632726082309694,0.798361317916566,-5.27418775075493
"P02745",-0.0298269759534202,0.765702848540727,-0.470787357965155,0.638939513198141,0.798361317916566,-5.27748189953292
"Q9UIF8",0.134245117581277,-1.99233503777225,0.46810211880504,0.640851028762516,0.798361317916566,-5.27848047001199
"A6NMZ7;P51570;Q13158;Q6NT55",-0.102478770465806,-2.0582312900995,-0.467253294318554,0.641455778333647,0.798361317916566,-5.27879494463229
"P09871",-0.0295253789635786,2.65150345744513,-0.46573110201578,0.64254087830052,0.798361317916566,-5.27935746915264
"P61626",-0.0742045920054259,-3.39573807506905,-0.463537546976333,0.644105926291435,0.798361317916566,-5.28016488553882
"O95522",0.0449124671549231,-3.43301784557111,0.462139191040222,0.645104457780797,0.798361317916566,-5.28067762250519
"P07357",0.0378582452866138,2.27537794631478,0.451753969944213,0.65254056050554,0.803126843699126,-5.2844373855586
"Q6ZN16",0.0514952678743693,-0.734353646058421,0.427735581085848,0.669872450433672,0.819953163372363,-5.29280716470343
"P08294",0.0544356612074836,-1.0346684874956,0.408202855969174,0.684100987844951,0.831043470030569,-5.29927839509432
"P06681",0.0290914243062161,1.57437539776713,0.405126059255182,0.686352865873461,0.831043470030569,-5.30027030037423
"Q562R1",-0.0280166508410112,-1.22578480920706,-0.381527320560217,0.703717481056483,0.84163661271169,-5.30762965011991
"P02774",0.0251811331881769,6.90245942374454,0.381211397364233,0.703951040282839,0.84163661271169,-5.30772518895411
"P09429",-0.0573279834076449,-1.79862580680142,-0.373404557022217,0.709731539577624,0.84163661271169,-5.31006102295784
"P04083",0.0243461558252736,2.17124423310695,0.372866065579321,0.710130891975489,0.84163661271169,-5.31022036647049
"P11177",0.064241337774723,-3.09465194144094,0.356147235044215,0.722569575978165,0.848307723371263,-5.3150535988377
"P18428",-0.0648985240532931,-1.55288075580668,-0.35012905413603,0.727065577584274,0.848307723371263,-5.31673931567977
"P08185",0.0457230328514656,2.25043299989946,0.350055074064466,0.727120905746797,0.848307723371263,-5.31675985965328
"B1AJZ9",-0.0648765160908933,-1.40384320386517,-0.327810458520683,0.743821600069389,0.860016035651563,-5.32274081388199
"Q6UXB8",0.0691631520793746,-2.54068681415041,0.326465601617351,0.744835316591086,0.860016035651563,-5.32308986268716
"P02748",-0.0234299461354723,4.18262634304507,-0.318026277994641,0.751206846054582,0.861605036304298,-5.32524757113679
"P17936",0.0366253045501504,-1.66144507427396,0.314460177204053,0.753904406766261,0.861605036304298,-5.32614239012454
"P32456",0.0878357978448143,-4.57872425035016,0.305600788244012,0.760619216470885,0.864866520251159,-5.32832186239063
"P13688",0.0529916216906387,3.79143741955651,0.291361562856372,0.771449898221319,0.872141180914697,-5.33169464023649
"P02747",0.0201181531190468,0.552267837988807,0.286964102076056,0.774803995544753,0.872141180914697,-5.33270380347365
"A5A3E0;Q6S8J3;P0CG39;Q9BYX7;E7EQ34;O14653",0.0245922814566032,1.07156898313516,0.279291030381555,0.780666726766761,0.874346733978772,-5.33442800764676
"P59047",-0.119702440455002,-3.79152015310606,-0.273246897620478,0.785293804586795,0.875153294663891,-5.33575334374312
"Q06033",0.0240875409867437,2.01342802419992,0.25311988010705,0.800756838616419,0.876945459461459,-5.33995808143219
"P02775",-0.025808492362847,1.1057571713166,-0.249682187909367,0.80340606616025,0.876945459461459,-5.34064415610053
"P05090",0.023628154641505,2.08428129777227,0.244521253765846,0.807387601825339,0.876945459461459,-5.34165656053546
"P55056",0.0360291815892087,-2.33188903383938,0.240007424478232,0.810874080190075,0.876945459461459,-5.34252471807505
"Q14624",-0.011755213710612,5.80023347945468,-0.23610589131127,0.813890700996295,0.876945459461459,-5.34326209828914
"Q9Y4B5",-0.0540370231069347,-3.61480961594994,-0.235223958747087,0.814572992045543,0.876945459461459,-5.3434271092812
"Q96L93",-0.0287480921387291,-0.560715264460866,-0.227209368111142,0.820779828255298,0.876945459461459,-5.34489838875082
"P02743",0.0201214062870796,-0.843414361864332,0.227082453466334,0.820878209259647,0.876945459461459,-5.34492127752106
"P38919",-0.0240624978147165,2.45874225712907,-0.225459713217424,0.822136368245118,0.876945459461459,-5.34521280949795
"P0DJI8",0.076228289813927,-4.3520320679606,0.205941579187336,0.83730489808359,0.888892403652721,-5.34855572091733
"Q3V6T2",0.042831125548467,-1.50888252197468,0.198666739718679,0.842974640087826,0.890638023176992,-5.349724404279
"Q05655",0.0186367115715911,-1.05401539647246,0.189619554973358,0.850037212904048,0.890638023176992,-5.35111924044132
"Q5TB30;Q13884",0.0168532990626033,0.916935965041684,0.188544333522181,0.850877397142305,0.890638023176992,-5.35128069384738
"P00736",0.0140459944489221,3.32987301867754,0.181624109475829,0.856288979315248,0.892133634263329,-5.35229787320267
"Q9Y4C1",-0.0276318934301128,-1.45776462571071,-0.174209005515016,0.86209518367458,0.894024634921786,-5.35334562142358
"P01344",-0.0153638139370031,-0.893420130901124,-0.156118492941722,0.876291690125117,0.90455916400012,-5.35571871208963
"P19827",0.0072382268871695,5.65985942703259,0.131756676028025,0.895472888798001,0.920118931608956,-5.35850400529494
"O95568",0.0141624911414939,-2.44786782692286,0.107117215294995,0.914936058336552,0.935825009440126,-5.36084173861346
"P01019",-0.0106322763011732,4.20647360928495,-0.0876471300503982,0.930353210156012,0.94726872306794,-5.36234800206423
"P01011",-0.00796392136267741,4.77752128445709,-0.060795881226815,0.951657504854778,0.963968523630374,-5.36393132979355
"Q13976",-0.00666158031828683,0.877424193724277,-0.0561323496096668,0.955361661812245,0.963968523630374,-5.36414794764472
"O75882",0.00177859539359842,0.528638155859559,0.0189427137619797,0.984929026836418,0.989345748929855,-5.36525709032467
"Q8TE85",-0.00102271375689573,-1.89567407189481,-0.00908831851436811,0.992768925166262,0.992768925166262,-5.36536682601596
